  2.51778949  -5.11012980   3.05591311
  3.24633550  -7.27918228   3.58988347
 -2.98410547   3.57077567   4.79807645
  3.30700685  -2.44099767  -0.12976202
  1.05887397   2.56986919  -0.51571285
 -3.21967676  -1.85810238   9.22309193
 -1.77201425   2.03754404   4.12986334
  0.37505215  -7.65360297   8.17762399
  3.66005468   6.56911982  -7.41692189
  3.71910828   4.80893850  -6.18536630
 -2.73909535   3.93355975   4.15847321
  3.76474225   5.00980502  -6.40446714
  3.65733559  -1.86709890  -1.08567920
 -0.11699481   1.87646772   1.76814143
  2.40224375   1.20791776  -1.50930394
 -2.86490929   0.48082728   6.93674348
 -0.62590974  -3.59888391   6.63802754
  3.32588420  -4.02193665   1.02762618
  2.33765864  -0.77377967   0.07384680
  3.67593941  -4.35659478   0.75353697
  1.24592559   4.87119334  -2.52228339
 -3.71430657   7.77766787   2.73820895
  2.79303445  -7.52012880   4.45054493
  3.47194598   0.57062705  -2.63588926
  1.42988124  -6.60676448   5.81025150
  2.06192104   4.83346305  -3.71797885
  1.94505974   7.82631856  -5.78732853
 -0.86218384  -6.92885987   9.48992066
  1.24382312   7.03037379  -4.13851502
 -2.63050650  -7.70915946  12.72762934
  1.64836870   2.94141782  -1.67861642
 -3.74533723   4.53978368   5.21316808
 -1.78461612   0.54620109   5.26727337
 -3.63062887   6.16575121   3.82162990
 -3.22294575   6.38407838   3.04635984
  2.58766263   2.01500202  -2.39274545
  1.55862898  -5.79409612   5.00762862
 -1.46320416  -4.51517450   8.58118711
  3.60177639  -5.08574279   1.41164250
 -3.72443136  -7.33088218  14.08480867
 -0.49004512  -6.28893346   8.45176778
 -0.94753234   1.86309576   3.02397669
  2.12413431   7.03457616  -5.46213358
  2.36159921  -2.32870830   1.20413241
 -2.50501916  -1.42993456   7.82997966
 -0.08188483   7.74959067  -2.68936575
 -0.43531039   7.12926702  -1.69398468
  1.17050408   2.82631485  -0.87549226
  1.67491865   7.81283620  -5.37200512
  2.03749346   4.26930220  -3.25821683
 -1.79179938  -2.61281177   7.64730790
  1.43762141   2.59810977  -1.10501445
  1.24078403  -4.09335541   4.20884051
 -2.69910612  -3.27188399   9.50257217
 -3.04801855   2.88285394   5.40988737
 -0.01308758   0.44554929   2.68546941
  3.67795167  -1.41450379  -1.45604966
 -1.27691419   1.64221149   3.68371266
  0.68214201   4.00832089  -1.02945368
 -2.20950448   1.33653079   5.31185863
  2.01013647   0.82868024  -0.63671489
 -1.95923908   1.33712990   4.93601119
  0.04765641   0.18911872   2.78667634
  1.59261378  -6.67851637   5.61996660
  3.12722602   3.51312216  -4.32568065
  3.67433140   7.93849778  -8.46537044
  0.37772424  -2.32745112   4.17900198
 -2.89100446   7.54014104   1.68140090
 -2.80564796  -2.45681982   9.05108680
 -1.93993397   6.18470179   1.27137461
  2.72573805  -0.72488216  -0.54494545
 -1.96574257  -1.38516338   6.98748638
  2.51427861  -4.51628691   2.61579727
 -2.05180025  -5.98952660  10.56984533
  3.43410899  -3.05736650   0.14186140
 -1.20012987   3.61767091   2.08694163
 -2.42723800   4.52595317   3.24639212
 -1.99132914   3.10060184   3.66154232
  0.92835741  -7.84316396   7.48983686
 -0.21368921   5.49141341  -0.79802624
 -1.18672394   6.75731196  -0.28789806
  2.64662902   4.33526753  -4.22139418
  0.68211273  -7.31744231   7.46491263
  0.39778887  -1.94902181   3.86508306
  3.33754931   3.26943399  -4.45839946
 -1.71328785   3.67220873   2.81577523
  2.05760183  -4.41156687   3.22227240
  2.02983275  -3.69512429   2.72659409
 -0.95643322   2.76849864   2.35827586
  0.54257313  -0.36012484   2.45623394
 -3.39316568   1.97946260   6.60515157
 -3.56839905  -4.21688108  11.51525938
  0.24638042  -5.16601993   6.50494431
  2.23333784   5.27429417  -4.30572739
  3.47208547   4.27074669  -5.41118823
 -2.96075033   6.95165237   2.22738622
  0.55058929  -6.27377752   6.87944921
 -0.24487487  -5.08435991   7.18058224
 -3.90478344  -6.41447548  13.66803178
 -1.30301884  -0.16377917   5.07736264
 -2.70254153  -4.90807471  10.73486834
  2.35427633   6.33426518  -5.28211337
 -1.51027966  -6.41456561  10.07634370
  0.22826508  -7.29335085   8.12761551
 -2.67481016   0.91672249   6.32467338
  0.81585553   4.35992108  -1.49372410
 -1.89622972  -3.00895908   8.10106390
  1.23263279  -5.13628033   5.00326107
  1.51371603  -2.57670915   2.66195782
  1.98521274  -4.63766981   3.50043324
 -0.39566721   0.16244032   3.47167058
 -3.32942898   6.50182917   3.11777158
 -2.16818425   2.06278302   4.70518911
  3.30669889  -6.37545778   2.82154500
 -2.78097585  -1.74632396   8.48120674
  2.60653582  -7.12613416   4.43479689
  0.30673948   0.02052661   2.52449582
  3.96907773  -1.09246125  -2.13427066
 -3.37459577   7.96096559   2.09116946
 -0.45857384   4.98564130  -0.05137021
 -3.14677784  -0.22957328   7.89234672
  3.69518465   6.31116409  -7.27615004
 -3.96292621  -5.79925448  13.29383017
  2.19928372  -1.75992137   1.02101545
  2.53842577   6.83769960  -5.93591335
  2.94955764   6.67990132  -6.43426245
 -3.32451324   3.41718419   5.42388171
 -0.80173881   1.89339814   2.78255961
 -1.92103678  -2.50739376   7.76210048
  2.40054784   6.97643723  -5.83314968
 -0.54868938  -6.00361535   8.32574558
  3.28518076   3.68936578  -4.69479547
 -2.54522377   2.34363892   5.06010647
 -1.88957667   5.33043177   1.83654117
 -2.83568816  -1.62748435   8.47414550
 -2.91145153   3.99715535   4.36931078
  2.95433766   5.36352817  -5.45415262
  0.63763670  -2.84063364   4.17402018
  0.39888161   0.83618587   1.77453818
 -2.84036161   7.66606612   1.51099283
  2.82424894   0.78893653  -1.82807581
  0.97644105  -2.71322225   3.57025511
 -1.19238095   1.91154488   3.35491277
  0.10599632  -2.22981486   4.51336667
 -0.78553573   4.10415270   1.10018907
 -3.39226647  -1.37758802   9.12159072
 -2.08067077  -0.12247833   6.21286490
 -3.01344852   3.11589173   5.18325398
 -2.52873769   7.56374216   1.12029992
 -2.08037979  -2.75592063   8.18751017
 -0.66186345   5.40485093  -0.06084303
 -3.60276456   3.82515564   5.53528011
  3.22172888   7.26679130  -7.28268680
  3.55829752  -7.48923793   3.27948217
 -0.07308726  -2.29009622   4.82720306
 -0.08597889   2.60246135   1.17712233
 -1.29824472  -3.49597505   7.56934837
  3.20043077  -4.31387092   1.43475704
 -1.04602575   3.37805682   2.03549601
 -3.11037796   1.99316667   6.17069193
  2.24201655   1.44973845  -1.45032865
 -0.88208930   2.56700746   2.39787836
 -2.06646971  -7.23912523  11.52904849
 -0.76870284  -2.41944306   5.96763655
 -3.22836380  -0.77855071   8.42645873
 -2.94421366  -4.14552005  10.52546052
  3.53640473   3.44072021  -4.88514725
  3.64907632   5.69891667  -6.74780199
  0.60166876  -3.49587688   4.71940452
 -3.52176366   3.69681328   5.51003553
 -2.12176069  -5.79579372  10.52948633
 -1.17473143   5.38756451   0.72142376
  2.56955232  -5.78237255   3.48245093
 -3.87677250   1.41135017   7.75664612
 -3.65580959  -2.14149119  10.08983277
 -2.64807976   4.90815271   3.29100511
  1.19292380   0.06049257   1.16524487
  1.85377909  -0.16649058   0.34419931
  1.18196771   6.03277957  -3.29753624
 -0.39261035  -2.34973099   5.35121377
  0.37607114  -0.80890309   3.04257061
 -1.62943356   7.41648459  -0.11821311
  1.95754246  -7.32323523   5.55611274
 -2.48835988   7.56733335   1.05703981
  1.49420347  -4.97269051   4.48821268
 -2.53191075   2.67392480   4.79242253
 -1.05212323   1.38303383   3.54090947
  1.00494849   2.80179866  -0.60877173
  2.24181948  -2.22364721   1.30500619
 -3.35099385   1.92445483   6.58314965
  3.43508777   4.97841416  -5.88644227
  2.20570143  -7.69188036   5.46035813
 -0.10566694  -6.65802387   8.15201831
 -0.51313129   7.59682667  -1.92792307
 -0.42573000   2.42159252   1.82240062
 -1.54920422  -4.30019494   8.54895254
  0.06806924  -1.54414171   4.05600242
  0.08617251  -6.04767171   7.40649501
  2.54102167  -3.70497886   1.96720164
  2.35865134  -3.87446128   2.36786896
  1.15454504  -2.69335618   3.28819957
 -0.97112494  -5.56425579   8.62987925
  2.49264367  -2.43187744   1.08494258
  0.26260471  -6.05346473   7.14619148
 -1.19418317   6.14644892   0.18143806
  3.51201250  -6.49154576   2.60064058
  3.00754249   6.88065002  -6.67180125
  0.40125074  -1.61568050   3.60988426
  0.97980069  -7.24157661   6.96148142
  0.69635764  -2.52202395   3.84698151
 -2.33806166   3.77545854   3.67549858
 -1.59002936   4.71491452   1.84885815
 -0.23261321   0.71849437   2.81004904
 -2.15609472   2.97957541   3.99946052
  2.75447034   6.29812313  -5.85529786
 -2.44188568  -7.12333136  12.00532705
 -2.19262575  -3.14141792   8.64500207
 -2.63433562  -7.26093510  12.39720476
 -2.17868562  -4.87237178   9.92230726
 -0.51441053   3.52265284   1.12962616
 -1.51118171   3.54805238   2.60573328
  3.38703714   6.04478514  -6.61414456
 -0.55834087   1.31892743   2.84831573
 -2.52146944  -6.86905063  11.93399213
  3.23904775   6.76391312  -6.93150647
  3.83798703   4.80595348  -6.36144565
 -0.48904021  -3.42485030   6.30219805
 -3.11104621   0.69861173   7.14261052
 -1.93548243   7.75641979   0.08590881
 -0.73024123   3.45084907   1.50722504
  0.75916859   5.42351356  -2.20638806
 -1.90230602  -1.06783102   6.65433229
  0.82274472  -0.47000455   2.11838634
  1.68972624   0.97141458  -0.26315030
 -2.22602613  -3.69453530   9.10994067
 -3.06065879   3.98429548   4.60276658
 -1.62659301   0.06220438   5.39323624
 -1.44977358   2.34895466   3.41294438
 -0.60666592  -3.07607069   6.21705190
  0.06286628  -5.78040582   7.24100495
 -3.31587362  -0.39083306   8.26693523
 -1.90014212  -2.20065151   7.50070181
  2.40811698   4.60981485  -4.06953661
 -3.76623778   4.48473313   5.28580682
  3.43083312   2.69619543  -4.16839624
  1.84264690  -5.86393825   4.63398333
 -0.09112821  -7.65510580   8.87802167
  0.62820049   0.95745129   1.33961080
 -2.10173136  -3.18689571   8.54276883
 -0.32920937   7.03055542  -1.77910250
  3.70470831   7.69445818  -8.32790610
